Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
765310819970530,-0.04567318,0.0018642114,0.013315796,9.3661175,1.1498153,0.46507367,1666189733519
765310839874697,0.02543317,0.0070573715,0.013848428,9.38168,1.3192052,0.88944596,1666189733539
765310859778863,0.06431529,0.0077231615,0.013182637,9.387066,1.0319009,0.4997896,1666189733559
765310879683030,0.024367906,0.0045273704,0.012117374,9.402629,0.7763199,0.107739076,1666189733581
765310899587197,-0.031158961,2.663159E-4,0.00972053,9.4457245,0.8643068,0.3393781,1666189733598
765310919491363,-0.044874232,-0.002929475,0.005725792,9.399636,0.93613285,0.65182143,1666189733618
765310939395530,-0.014514217,-0.0049268445,9.321057E-4,9.422979,0.9403227,0.6787562,1666189733640
765310959299697,0.011185268,-0.0042610546,-0.005326318,9.411008,0.8451532,0.557849,1666189733658
765310979203863,0.009454215,-0.0022636852,-0.010652636,9.393052,0.85293436,0.26396075,1666189733678
765310999108030,0.0049268445,0.002530001,-0.014514217,9.404425,0.94690675,0.18734628,1666189733699
765311019012040,-0.020639483,0.009187899,-0.020240009,9.439739,0.7649474,-0.037708677,1666189733718
765311038915686,-0.06844319,0.013582111,-0.024634222,9.43495,0.6266823,-0.020350715,1666189733738
765311058819332,-0.089748465,0.012117374,-0.034887385,9.415198,0.74639237,0.58119243,1666189733758
765311078723082,-0.055660024,0.008655267,-0.040746335,9.437345,1.0109516,1.0253168,1666189733778
765311098627249,0.018375797,0.0023968432,-0.044874232,9.400833,1.1031284,0.9343372,1666189733798
765311118518707,0.058190025,7.9894776E-4,-0.04567318,9.4774475,0.82779527,0.05327099,1666189733818
765311138436415,-0.029694224,7.9894776E-4,-0.0494016,9.375095,0.5351041,-0.61890113,1666189733839
765311158340061,-0.10492847,0.0042610546,-0.04807002,9.391854,1.0301052,0.45190558,1666189733857
765311178243707,-0.09614004,0.0037284228,-0.0494016,9.337387,1.435324,0.7715315,1666189733879
765311198147405,-0.07976162,-0.0018642114,-0.034221593,9.339182,1.7848774,0.830788,1666189733897
765311218051572,-0.051265813,-0.010785795,-0.023968432,9.284116,1.9602526,1.0169371,1666189733917
765311237955738,0.01238369,-0.014647375,-0.0075900033,9.242816,1.9961656,0.7918822,1666189733938
765311257859905,0.032890014,-0.017044218,0.016644744,9.208099,1.9129672,-0.034117375,1666189733957
765311277764072,-0.011984216,-0.010386321,0.035420015,9.169792,1.869273,-0.08678981,1666189733978
765311297668238,-0.0075900033,-0.0045273704,0.05139897,9.569026,1.6190789,0.5542577,1666189733996
765311317572405,0.056325816,0.009321057,0.067377925,9.201516,1.5580268,0.079008654,1666189734016
765311337476572,0.06631266,0.011451584,0.07203846,9.531916,0.78410107,-0.41120413,1666189734037
765311357380738,0.024367906,0.015046849,0.064847924,9.630676,0.39983168,0.5907693,1666189734056
765311377284905,-0.020506324,0.0077231615,0.05206476,9.648633,0.350152,-0.04129998,1666189734077
765311397189072,-0.034354754,2.663159E-4,0.030226856,9.433155,0.3321955,0.9498995,1666189734096
765311417093238,-0.031158961,-0.010386321,0.011851058,9.551069,0.44951138,0.5446809,1666189734116
765311436996988,-0.03781686,-0.018109482,-0.0017310535,9.414001,0.8050503,0.5626374,1666189734136
765311456900634,-0.023302643,-0.017310534,-0.008655267,9.443929,1.0109516,0.52373165,1666189734155
765311476804280,0.02809633,-0.006924214,-0.006924214,9.355942,1.2521675,0.3465607,1666189734176
765311496708290,0.058323186,0.0067910557,-0.00585895,9.372103,0.96665895,-0.032920275,1666189734197
765311516612457,0.03914844,0.018109482,-0.008522109,9.365519,0.7284359,5.985504E-4,1666189734215
765311536516624,0.0011984216,0.020905798,-0.011851058,9.443929,0.789488,0.30825347,1666189734235
765311556420790,-0.022636853,0.01571264,-0.017843166,9.418191,0.9475053,0.65541273,1666189734255
765311576324957,-0.025033696,0.0046605286,-0.018642114,9.419987,1.1785458,0.9151836,1666189734275
765311596229124,-0.0041278964,-0.005725792,-0.016112113,9.3738985,1.2970588,0.8230068,1666189734295
765311616117770,0.012783164,-0.013582111,-0.013315796,9.380483,1.2886791,0.7152678,1666189734315
765311636037770,0.019840535,-0.015579481,-0.009187899,9.363124,1.1719618,0.45429978,1666189734335
765311655941415,0.00785632,-0.00972053,-0.005992108,9.345168,1.0791864,0.013766659,1666189734355
765311675845061,-0.010386321,-2.663159E-4,-0.0015978955,9.31524,1.282095,0.019752163,1666189734375
765311695748759,-0.01238369,0.0105194785,0.006258424,9.2865095,1.4933833,0.24001873,1666189734395
765311715652926,-0.0075900033,0.017044218,0.01957422,9.305065,1.5436616,0.3321955,1666189734414
765311735557093,-0.021038957,0.013582111,0.032890014,9.330803,1.5490485,0.44592008,1666189734434
765311755461259,-0.027430538,0.0039947387,0.043409493,9.365519,1.4131776,0.7320272,1666189734454
765311775365426,1.3315796E-4,-0.006657898,0.047670547,9.431359,1.0714053,0.9355343,1666189734474
765311795269593,0.02157159,-0.015180007,0.045140546,9.437345,0.943914,0.7218518,1666189734494
765311815173759,0.009187899,-0.018375797,0.03648528,9.450513,0.6835446,0.2124854,1666189734514
765311835077926,-0.0061252657,-0.015446323,0.027563697,9.414001,0.6194997,0.18076223,1666189734534
765311854982093,-0.005060002,-0.0071905297,0.016644744,9.399636,0.58777654,0.11192893,1666189734554
765311874886259,-0.0077231615,0.0023968432,0.0073236874,9.415796,0.65062433,0.07062895,1666189734575
765311894790426,-0.017576851,0.010253162,-0.0023968432,9.425373,0.7188591,0.35314476,1666189734593
765311914694593,-0.0039947387,0.013448954,-0.009587373,9.400833,0.7493851,0.4950012,1666189734613
765311934598395,0.01304948,0.0105194785,-0.01624527,9.457097,0.91219085,0.58657944,1666189734633
765311954502040,0.014514217,0.005060002,-0.020905798,9.415796,0.89303726,0.61052144,1666189734653
765311974405686,0.015180007,-0.0017310535,-0.025300011,9.437943,0.8499416,0.6242881,1666189734673
765311994309645,0.020506324,-0.0061252657,-0.030093698,9.396045,0.8900445,0.45070848,1666189734693
765312014213811,0.01691106,-0.0061252657,-0.030759487,9.364322,1.0809821,0.20530279,1666189734714
765312034117978,7.9894776E-4,-0.0011984216,-0.027164223,9.317635,1.2982559,0.06284779,1666189734733
765312054022145,-0.014247901,0.0049268445,-0.018642114,9.335591,1.4161704,0.23163901,1666189734753
765312073926311,-0.01571264,0.008921583,-0.00972053,9.341577,1.3269863,0.45669398,1666189734773
765312093830478,-0.010386321,0.00652474,-0.0042610546,9.394249,1.1546037,0.6853402,1666189734793
765312113734645,2.663159E-4,-2.663159E-4,-0.002663159,9.4062195,1.0205284,0.7074866,1666189734814
765312133638811,0.008122635,-0.0071905297,-0.0019973693,9.3822775,1.0887632,0.5530606,1666189734832
765312153542978,0.016777903,-0.007989477,2.663159E-4,9.363124,1.1917139,0.46327803,1666189734853
765312173447145,0.026365275,-0.002796317,0.0041278964,9.343372,1.2683283,0.18136078,1666189734872
765312193351311,0.030759487,0.0077231615,0.010120004,9.320028,1.1498153,0.049679685,1666189734892
765312213255426,-2.663159E-4,0.013848428,0.014780533,9.362526,1.0875661,-0.025139118,1666189734913
765312233159072,-0.04474107,0.0109189525,0.015180007,9.41041,0.93613285,0.5781997,1666189734932
765312253062718,-0.04500739,0.0014647375,0.012516848,9.452309,0.9343372,1.0253168,1666189734952
765312272966363,-0.0071905297,-0.009321057,0.0074568456,9.437345,0.95827925,0.88645315,1666189734972
765312292870530,0.018375797,-0.016644744,0.0035952649,9.394249,1.0923545,0.492607,1666189734992
765312312774697,0.027164223,-0.012916322,0.0047936863,9.351752,1.1528081,0.061052144,1666189735012
765312332678863,0.012516848,-0.002663159,0.005725792,9.362526,1.0953473,-0.0700304,1666189735032
765312352576259,-0.014381059,0.00785632,0.0073236874,9.394249,0.9044097,0.108936176,1666189735052
765312372477509,-0.01624527,0.012783164,0.0013315795,9.425373,0.7637503,0.557849,1666189735071
765312392391832,0.0037284228,0.011318427,-0.005992108,9.46009,0.7763199,0.65541273,1666189735091
765312412295478,0.0037284228,0.0038615807,-0.0126500055,9.428367,0.9187749,0.599149,1666189735111
765312432199124,-0.0045273704,-0.005060002,-0.014913691,9.36911,1.1480197,0.55485624,1666189735131
765312452102978,-0.0126500055,-0.009986847,-0.008655267,9.335591,1.3587095,0.31064767,1666189735151
765312472007145,-0.034221593,-0.010253162,0.0019973693,9.314642,1.4287399,0.24001873,1666189735171
765312491911311,-0.033688962,-0.00785632,0.013182637,9.299079,1.4706384,0.5069722,1666189735191
765312511815478,0.0038615807,-0.0017310535,0.023835273,9.332,1.3730747,0.374094,1666189735211
765312531719645,0.018375797,0.0043942127,0.029827382,9.3738985,1.2515689,0.30107087,1666189735231
765312551623811,0.028895276,0.0067910557,0.027430538,9.416994,0.789488,0.3788824,1666189735250
765312571527978,0.03328949,0.008255793,0.019840535,9.454104,0.66139823,0.38367084,1666189735270
765312591432145,0.03195791,0.008255793,0.008655267,9.440936,0.6242881,0.31004912,1666189735290
765312611336311,0.006657898,0.0067910557,-0.0013315795,9.449316,0.5907693,0.22445641,1666189735311
765312631240478,-0.016644744,0.0035952649,-0.009187899,9.43495,0.8146271,0.46686932,1666189735330
765312651144645,-0.022636853,-7.9894776E-4,-0.014247901,9.405622,0.99658644,0.51116204,1666189735350
765312671048811,-0.03448791,-0.0071905297,-0.012916322,9.379884,1.1899183,0.49679685,1666189735370
765312690952978,-0.029028434,-0.010785795,-0.00785632,9.348759,1.3856442,0.6871359,1666189735390
765312710856624,0.02609896,-0.0070573715,-3.9947388E-4,9.299079,1.4227544,0.4878186,1666189735410
765312730760270,0.043276336,-2.663159E-4,0.010253162,9.330803,1.3305776,-0.1592144,1666189735431
765312750663915,-0.011851058,0.0067910557,0.020772642,9.303867,1.2389994,-0.014963761,1666189735449
765312770568082,-0.03728423,0.010386321,0.029161593,9.408614,1.1486182,0.5303157,1666189735470
