Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
14481920882249,-0.04167844,-0.005060002,-0.0019973693,9.912594,-0.44113165,0.23822308,1666189734398
14481940776519,-0.038216334,-0.0015978955,-0.0046605286,9.896433,-0.24540567,0.46806642,1666189734419
14481960670790,-0.0041278964,0.003328949,-0.0054594763,9.869498,-0.25797522,0.35793316,1666189734437
14481980565061,0.013315796,0.008255793,-0.0041278964,9.871294,-0.28790274,0.21308395,1666189734460
14482000459332,0.0077231615,0.013981585,-0.0011984216,9.853935,-0.19871874,0.26994625,1666189734478
14482020353603,0.002530001,0.017710008,0.0041278964,9.846154,-0.19931729,0.17417817,1666189734497
14482040246467,-0.037417386,0.023835273,0.008921583,9.8437605,-0.3172317,-0.025139118,1666189734517
14482060141780,-0.07856319,0.032357384,0.011451584,9.860519,-0.3537433,0.093373865,1666189734537
14482080036103,-0.08349004,0.041278966,0.008388951,9.86471,-0.3549404,0.41060558,1666189734557
14482099929853,-0.03395528,0.04607265,0.005060002,9.920375,-0.22924481,0.7751228,1666189734577
14482119823603,0.040213704,0.045939494,0.0015978955,9.926959,-0.21787235,0.75716627,1666189734597
14482139717457,0.04567318,0.047404233,-2.663159E-4,9.7863,-0.52971715,-0.24720132,1666189734617
14482159611728,-0.063383184,0.051665287,0.0011984216,9.880871,-0.40043023,0.18555063,1666189734636
14482179505999,-0.108923204,0.054861076,0.0014647375,9.874885,-0.28191724,0.7679402,1666189734656
14482199400269,-0.08562057,0.05139897,-0.0011984216,9.994595,-0.34596214,0.8415619,1666189734676
14482219294540,-0.07496793,0.034354754,-0.008122635,9.974843,-0.49440265,1.371279,1666189734696
14482239188811,-0.032890014,0.022903169,-0.013981585,9.952697,-0.25677812,1.6208745,1666189734718
14482259083082,0.029161593,0.0017310535,-0.016511586,9.951499,-0.29269117,1.3682863,1666189734736
14482278977353,0.020240009,-0.022370536,-0.01571264,9.98442,-0.36631286,1.0510546,1666189734755
14482298871571,-0.020106852,-0.036884755,-0.009853689,9.774328,-0.219668,1.0540473,1666189734775
14482318765321,0.01238369,-0.05619266,9.321057E-4,9.7479925,0.23403321,1.2629414,1666189734796
14482338659071,0.06245108,-0.06964161,0.010120004,10.099341,-0.11731588,0.3369839,1666189734815
14482358552821,0.05925529,-0.07150582,0.01624527,9.7563715,-0.4985925,0.18854338,1666189734836
14482378446884,0.0074568456,-0.06125266,0.013182637,10.088568,-0.5943606,-0.64942724,1666189734855
14482398341155,-0.030226856,-0.042610545,0.0054594763,9.859921,-0.6440403,-0.29149407,1666189734875
14482418235426,-0.032890014,-0.02157159,-0.0049268445,9.999383,-0.599149,-0.3776853,1666189734895
14482438129696,-0.03142528,-0.0041278964,-0.014381059,9.846154,-0.57400984,-0.050278235,1666189734915
14482458023967,-0.039281595,0.00785632,-0.020373167,9.900024,-0.23702596,0.3417723,1666189734942
14482477918238,-0.0087884255,0.010785795,-0.015579481,9.816826,0.15502456,0.84814596,1666189734956
14482497812509,0.04101265,0.0067910557,-0.0021305273,9.809045,0.21906945,0.8367735,1666189734974
14482517706780,0.056858446,0.006391582,0.011584742,9.81084,-0.092176765,0.20350714,1666189734994
14482537600790,0.027830012,0.009986847,0.019840535,9.844358,-0.25139117,-0.04249708,1666189735014
14482557494540,-0.00785632,0.015579481,0.020506324,9.920375,-0.53211135,0.1328782,1666189735034
14482577388290,-0.025566328,0.020772642,0.011984216,9.960478,-0.6039374,0.23882163,1666189735054
14482597282040,-0.019707378,0.020373167,6.6578976E-4,9.977836,-0.57520694,0.7224504,1666189735074
14482617176311,0.0021305273,0.017177377,-0.00972053,9.958682,-0.55006784,0.7398083,1666189735094
14482637070582,0.01691106,0.012916322,-0.015180007,9.950901,-0.4321534,0.66738373,1666189735114
14482656964853,0.017843166,0.008655267,-0.014381059,9.879673,-0.2088941,0.42078096,1666189735134
14482676859124,0.0022636852,0.0067910557,-0.007989477,9.861717,-0.108337626,0.4141969,1666189735153
14482696753394,-0.013448954,0.0013315795,0.0019973693,9.861717,-0.0077811554,0.7332243,1666189735173
14482716647665,-0.009853689,-0.0074568456,0.012250531,9.904813,-0.13227965,0.89782566,1666189735194
14482736541936,-0.010386321,-0.021305272,0.015845796,9.968259,-0.46866497,0.8415619,1666189735214
14482756436207,-0.025566328,-0.03382212,0.0109189525,10.00896,-0.6410475,0.7781156,1666189735233
14482776319436,-0.02277001,-0.042876862,5.326318E-4,9.9928,-0.5482722,0.7751228,1666189735253
14482796215530,0.009187899,-0.04620581,-0.009853689,9.98442,-0.50996494,0.65660983,1666189735273
14482816118290,0.019307904,-0.041944757,-0.017044218,9.909601,-0.47225627,0.095169514,1666189735293
14482836012040,0.002796317,-0.031824753,-0.01824264,9.8683,-0.3788824,0.013766659,1666189735313
14482855905790,-0.0073236874,-0.02277001,-0.013582111,9.783307,-0.04070143,0.010175358,1666189735333
14482875799644,-0.0046605286,-0.012250531,-0.0047936863,9.783905,-0.044292733,-0.018555064,1666189735352
14482895693915,-0.011451584,-0.002530001,0.0046605286,9.821614,-0.15143326,0.007182605,1666189735372
14482915588186,-0.01624527,0.007989477,0.01105211,9.850943,-0.16998832,0.19812019,1666189735392
14482935482457,0.0023968432,0.012916322,0.01304948,9.886856,-0.3298013,0.3196259,1666189735412
14482955376728,0.014780533,0.019041587,0.009587373,9.930551,-0.5033809,0.2908955,1666189735432
14482975270999,0.014913691,0.022903169,0.002530001,9.938332,-0.52492875,0.26036942,1666189735452
14482995165269,0.017443692,0.028495802,-0.0041278964,9.901819,-0.43394905,0.2220622,1666189735472
14483015059540,0.020506324,0.03142528,-0.0073236874,9.888652,-0.31543607,0.29448682,1666189735495
14483034953811,0.013315796,0.03142528,-0.00585895,9.8916445,-0.22565351,0.44472298,1666189735512
14483054847561,-0.0051931604,0.025566328,1.3315796E-4,9.898229,-0.1604115,0.6865373,1666189735532
14483074741311,-0.015313165,0.018375797,0.005725792,9.925761,-0.2160767,0.76554596,1666189735551
14483094635061,-0.014247901,0.009187899,0.008388951,9.920375,-0.30406362,0.7284359,1666189735571
14483114529071,-0.0077231615,0.005326318,0.0047936863,9.952697,-0.5033809,0.5141548,1666189735591
14483134423342,0.002663159,0.0030626329,-0.0030626329,9.951499,-0.51954174,0.4345476,1666189735611
14483154317613,0.00972053,0.0022636852,-0.008655267,9.909601,-0.3238158,0.55246204,1666189735631
14483174211884,0.019041587,0.0,-0.00785632,9.8677025,-0.09696517,0.7110779,1666189735651
14483194106155,0.028495802,-0.0046605286,3.9947388E-4,9.853337,-0.018555064,0.6344634,1666189735671
14483214000426,0.025166854,-0.01105211,0.009321057,9.879673,-0.27234045,0.3489549,1666189735691
14483233894696,-0.014913691,-0.013315796,0.012250531,9.928755,-0.56563014,0.16340427,1666189735711
14483253788967,-0.051532127,-0.011584742,0.00785632,9.952697,-0.57760113,0.31304187,1666189735731
14483273683238,-0.035553172,-0.0077231615,-0.002663159,9.931747,-0.52492875,0.45908818,1666189735750
14483293574696,0.0015978955,-0.0043942127,-0.0126500055,9.928755,-0.45908818,0.44891283,1666189735771
14483313471467,0.022503695,-0.002530001,-0.01624527,9.883863,-0.18794483,0.5446809,1666189735791
14483333365321,0.025166854,-0.0039947387,-0.011584742,9.848549,-0.05566519,0.45070848,1666189735810
14483353259071,0.0049268445,-0.005326318,3.9947388E-4,9.847352,-0.10295067,0.24959552,1666189735832
14483373152821,-0.018508956,-0.0041278964,0.009853689,9.847352,-0.16220717,0.23343466,1666189735850
14483393046780,-0.010652636,0.002663159,0.013582111,9.887454,-0.3298013,0.21428105,1666189735870
14483412941051,0.005992108,0.010253162,0.008921583,9.928755,-0.581791,0.16460137,1666189735891
14483432835321,0.0017310535,0.015446323,3.9947388E-4,9.949105,-0.6135142,0.23163901,1666189735909
14483452729592,-0.005725792,0.015313165,-0.0077231615,9.965266,-0.44951138,0.55605334,1666189735930
14483472623863,-0.017843166,0.008388951,-0.011451584,9.950901,-0.4141969,0.664391,1666189735950
14483492518134,-0.039015282,-0.0021305273,-0.0117179,9.93474,-0.22266077,0.83378077,1666189735969
14483512412405,-0.024501063,-0.013848428,-0.006657898,9.90601,-0.0053869537,0.98341835,1666189735989
14483532289957,0.0105194785,-0.02543317,-2.663159E-4,9.88925,-0.15442601,0.7128736,1666189736009
14483552200999,0.020240009,-0.028762119,0.00585895,9.883863,-0.17836803,0.4441244,1666189736031
14483572094853,0.029694224,-0.025566328,0.0087884255,9.869498,-0.28311434,0.13587095,1666189736049
14483591988603,0.032890014,-0.016378429,0.009054741,9.853337,-0.30885202,0.0017956513,1666189736068
14483611882353,0.026764749,-0.00585895,0.0087884255,9.892242,-0.46267948,-0.13826515,1666189736089
14483631776363,-0.002929475,0.0051931604,0.006258424,9.89344,-0.48602295,-0.024540568,1666189736108
14483651670634,-0.019840535,0.013848428,0.0013315795,9.920375,-0.46088383,0.20051439,1666189736128
14483671564905,-0.024501063,0.016644744,-0.0038615807,9.953894,-0.5374983,0.3417723,1666189736148
14483691459176,-0.037683703,0.014381059,-0.00972053,9.946113,-0.41599256,0.6374562,1666189736168
14483711353446,-0.018109482,0.00785632,-0.010652636,9.920973,-0.22146365,0.8499416,1666189736189
14483731247717,0.039547913,-7.9894776E-4,-0.0049268445,9.901221,-0.06823475,0.8242039,1666189736208
14483751141988,0.030493172,-0.0126500055,0.0017310535,9.908403,-0.35254622,0.40162733,1666189736228
14483771036259,-0.024900537,-0.020905798,0.0067910557,9.912594,-0.260968,0.50517654,1666189736249
14483790930530,-0.034088437,-0.027164223,0.010253162,9.903017,-0.2160767,0.6218939,1666189736267
14483810824801,0.0074568456,-0.025566328,0.008655267,9.920375,-0.3669114,0.47165772,1666189736287
14483830718603,0.027830012,-0.023302643,0.002530001,9.944916,-0.5847838,0.18734628,1666189736307
14483850612353,0.0019973693,-0.019174745,-0.0035952649,9.920973,-0.46208093,0.20530279,1666189736327
14483870506103,0.0045273704,-0.011185268,-0.005992108,9.83957,-0.12270284,0.31184477,1666189736347
14483890400217,0.04500739,-0.0017310535,-0.0043942127,9.8198185,-0.34237084,-0.23283611,1666189736367
14483910294488,0.021438431,0.011984216,-0.0023968432,9.809045,-0.3429694,-0.3728969,1666189736387
14483930188759,0.013448954,0.027164223,0.0051931604,9.742006,0.260968,0.3357868,1666189736407
14483950083030,0.08162583,0.035420015,0.017044218,9.815628,0.055066638,0.31783026,1666189736428
14483969977301,0.069907926,0.040080544,0.0234358,9.947908,-0.62488663,-0.15442601,1666189736446
14483989871571,-0.029827382,0.04314318,0.017976323,9.955689,-0.65242,0.14425065,1666189736466
14484009765842,-0.05659213,0.039414756,0.012916322,9.965266,-0.29927522,0.8798691,1666189736487
14484029660165,0.014913691,0.034887385,0.00652474,9.912594,-0.29987377,0.95708215,1666189736506
14484049553394,0.07882951,0.034887385,9.321057E-4,9.955689,-0.47465047,0.3633201,1666189736526
14484069447561,0.06444845,0.034088437,-0.0041278964,9.895236,-0.6015432,-0.04249708,1666189736546
14484089341832,-0.0022636852,0.036085807,-0.0038615807,9.877877,-0.31244332,0.27234045,1666189736567
14484109236103,-0.027696855,0.035153702,0.002796317,9.883863,-0.007182605,0.74399817,1666189736586
14484129130374,0.005725792,0.028229486,0.009054741,9.888652,-0.077811554,0.80205756,1666189736606
14484149024644,0.027164223,0.021438431,0.014114743,9.922171,-0.41479546,0.51954174,1666189736630
14484168918915,-0.0030626329,0.020373167,0.011451584,9.929952,-0.623091,0.3824737,1666189736646
14484188813186,-0.02809633,0.017576851,0.0077231615,9.944916,-0.5722142,0.50517654,1666189736666
14484208707457,0.00785632,0.009853689,0.002796317,9.94312,-0.28311434,0.99060094,1666189736686
14484228601728,0.042610545,0.00585895,-0.0017310535,9.941324,-0.694917,0.3196259,1666189736705
14484248495999,6.6578976E-4,0.0037284228,-0.0043942127,9.923966,-0.6206968,0.2208651,1666189736726
14484268390269,-0.041811597,5.326318E-4,-0.009054741,10.080787,-0.36152446,0.30885202,1666189736745
14484288259853,-0.030226856,-0.0037284228,-0.008388951,9.838972,-0.2112883,0.91697925,1666189736765
14484308178707,0.012516848,-0.008255793,-0.0051931604,9.983223,-0.17357962,0.6536171,1666189736785
14484328072457,0.013715269,-0.010785795,-0.003462107,9.882068,-0.39025488,0.2220622,1666189736805
14484347966207,-0.017976323,-0.015046849,-3.9947388E-4,9.946711,-0.39683893,0.516549,1666189736825
14484367860009,-0.03715107,-0.018775271,0.0010652636,9.835979,-0.18136078,0.87807345,1666189736845
14484387754280,-0.0013315795,-0.023302643,0.0030626329,9.922769,-0.26874915,0.7224504,1666189736865
14484407648551,0.010253162,-0.027563697,0.0014647375,9.923966,-0.6063316,0.34835634,1666189736884
14484427542821,-0.024634222,-0.029161593,-0.0047936863,9.973646,-0.7380127,0.15382746,1666189736904
14484447437092,-0.065513715,-0.030493172,-0.011851058,9.912594,-0.6584055,0.3597288,1666189736924
14484467331363,-0.03328949,-0.034887385,-0.013848428,9.817424,0.01316811,1.1641805,1666189736944
14484487225634,0.05139897,-0.041944757,-0.0075900033,9.939528,0.01616086,0.6889315,1666189736964
14484507119905,0.07936214,-0.04101265,-0.005326318,9.880871,-0.39025488,-0.0724246,1666189736984
14484527014176,0.022503695,-0.03195791,3.9947388E-4,9.7719345,-0.41718966,-0.49440265,1666189737003
14484546908446,-0.03834949,-0.01691106,0.0013315795,9.818622,-0.2741361,-0.24660277,1666189737023
14484566802717,-0.033688962,-0.002929475,0.0041278964,9.845556,-0.11611878,0.18076223,1666189737043
14484586696988,0.014913691,0.0075900033,0.0061252657,9.874287,-0.23582886,0.27473465,1666189737065
14484606591259,0.029161593,0.014647375,0.0046605286,9.898229,-0.4890157,0.107140526,1666189737083
14484626485530,-0.0035952649,0.018375797,0.002530001,9.926959,-0.5021838,0.2100912,1666189737103
14484646379801,-0.027031064,0.018109482,3.9947388E-4,9.917382,-0.3453636,0.55964464,1666189737123
14484666274071,-0.011851058,0.013582111,0.0,9.923966,-0.26755205,0.7188591,1666189737143
14484686167978,0.024234748,0.009853689,0.0,9.90601,-0.22146365,0.7637503,1666189737164
14484706061728,0.03635212,0.00972053,5.326318E-4,9.912594,-0.34715924,0.41120413,1666189737183
14484725955478,0.019307904,0.009587373,6.6578976E-4,9.896433,-0.3393781,0.19093758,1666189737203
14484745849696,-5.326318E-4,0.0117179,0.0015978955,9.879673,-0.29628247,0.30406362,1666189737223
14484765743967,-0.009986847,0.0117179,0.0046605286,9.896433,-0.25019407,0.52732295,1666189737243
14484785639228,-0.003195791,0.009054741,0.0073236874,9.906608,-0.23283611,0.6805518,1666189737263
14484805532978,0.015046849,0.0046605286,0.0070573715,9.933543,-0.427365,0.49200845,1666189737282
14484825426728,0.0038615807,0.0013315795,0.0041278964,9.937134,-0.57520694,0.37110126,1666189737303
14484845320686,-0.018508956,-0.0,-5.326318E-4,9.928755,-0.45310268,0.5734113,1666189737323
14484865214957,-0.0054594763,-0.0013315795,-0.0043942127,9.927557,-0.374094,0.6290765,1666189737342
14484885109228,0.017177377,-0.0015978955,-0.0074568456,9.91439,-0.38367084,0.4237737,1666189737367
14484905003499,0.0022636852,3.9947388E-4,-0.008921583,9.888652,-0.3854665,0.21787235,1666189737383
14484924897769,-0.019041587,0.002929475,-0.006924214,9.877279,-0.2801216,0.31663316,1666189737403
14484944792040,-0.008122635,0.0049268445,-0.0018642114,9.874885,-0.110731825,0.4902128,1666189737423
14484964686311,0.0017310535,0.005592634,0.0013315795,9.890448,-0.35075054,0.21787235,1666189737442
14484984580582,-0.015046849,0.0074568456,0.0021305273,9.901819,-0.36032736,0.39025488,1666189737462
14485004474853,-0.014780533,0.006924214,0.0030626329,9.904813,-0.2896984,0.54647654,1666189737483
14485024362353,0.009853689,0.006924214,0.0022636852,9.906608,-0.29149407,0.58657944,1666189737507
14485044253707,0.00585895,0.005060002,-0.0017310535,9.933543,-0.50996494,0.29269117,1666189737522
14485064158394,-0.0259658,0.0049268445,-0.005326318,9.922769,-0.41299978,0.50517654,1666189737541
14485084052353,-0.02157159,0.0019973693,-0.0049268445,9.895236,-0.26755205,0.6739678,1666189737562
14485103946103,0.018775271,-2.663159E-4,-0.002796317,9.8916445,-0.18255788,0.58298814,1666189737582
14485123839853,0.034887385,-0.0015978955,-2.663159E-4,9.913192,-0.34117374,0.25797522,1666189737604
14485143734124,-0.0015978955,-0.002929475,0.0019973693,9.88925,-0.39324763,0.219668,1666189737622
14485163628394,-0.03635212,-0.0030626329,0.0035952649,9.903017,-0.3537433,0.36750996,1666189737642
