Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
92805116817214,0.053795815,-0.008655267,-0.0105194785,9.376891,0.107140526,-0.85891986,1666189734161
92805136675547,-0.011185268,-1.3315796E-4,-0.0109189525,9.368511,0.14544775,-0.82779527,1666189734181
92805156533880,-0.05086634,0.005592634,-0.006924214,9.378088,0.38307226,-0.29508537,1666189734201
92805176392474,-0.035420015,0.0087884255,-0.0035952649,9.349358,0.5674258,0.023942016,1666189734220
92805196251328,7.9894776E-4,0.007989477,0.003462107,9.36073,0.5434838,-0.090979666,1666189734239
92805216110183,0.012783164,0.0047936863,0.0105194785,9.36073,0.4333505,-0.18495208,1666189734259
92805235969037,0.0074568456,-5.326318E-4,0.015180007,9.403826,0.3184288,-0.06344634,1666189734279
92805255827891,-0.0077231615,-0.003195791,0.018375797,9.354146,0.28311434,-0.4878186,1666189734300
92805275686276,-0.06005424,-0.0074568456,0.022903169,9.355942,0.28431144,-0.65900403,1666189734319
92805295544610,-0.106659524,-0.006391582,0.030360013,9.299678,0.51475334,-0.46567222,1666189734338
92805315402943,-0.09614004,-0.0045273704,0.03715107,9.381081,0.6452374,-0.19153613,1666189734358
92805335261276,-0.022636853,-0.0030626329,0.045273706,9.392453,0.61650693,0.16101007,1666189734379
92805355119610,0.05273055,-0.003462107,0.05086634,9.409811,0.26515785,-0.31783026,1666189734398
92805374979349,0.015579481,0.00585895,0.046338968,9.019556,-0.023343466,-0.9259575,1666189734418
92805394837683,-0.09760478,0.0010652636,0.048735812,9.474455,0.06284779,-0.46148238,1666189734438
92805414696016,-0.13235901,0.0051931604,0.051798444,9.32362,0.092775315,-0.31064767,1666189734458
92805434554349,-0.122105844,0.014114743,0.042077914,9.551069,-0.24241292,-0.35075054,1666189734478
92805454412683,-0.09361004,0.012117374,0.028762119,9.419388,-0.44352585,-0.15741876,1666189734498
92805474271016,-0.024367906,0.013315796,0.021837905,9.415198,-0.40521863,0.11971009,1666189734518
92805494129766,0.0326237,0.01944106,-7.9894776E-4,9.491813,-0.94930094,-0.29807812,1666189734538
92805513988620,0.009986847,0.013448954,-0.025566328,9.688137,-1.0151415,-0.39863458,1666189734557
92805533847474,-0.015845796,0.0045273704,-0.041811597,9.800066,-0.5835867,0.3878607,1666189734577
92805553706328,0.03062633,-0.009321057,-0.058190025,8.865729,0.14425065,0.79008657,1666189734598
92805573565026,0.078030564,-0.015579481,-0.069242135,9.793482,0.06943185,-0.3752911,1666189734617
92805593423360,0.058855817,-0.01944106,-0.06870951,9.651027,0.39444473,-0.65541273,1666189734636
92805613281693,2.663159E-4,-0.01571264,-0.0585895,8.820838,0.8415619,-0.7212533,1666189734656
92805633124558,-0.036618438,-0.0022636852,-0.041545283,9.497798,0.9983821,-0.75477207,1666189734678
92805652999349,-0.040746335,0.0126500055,-0.021172116,9.291897,1.009156,-0.6302736,1666189734696
