Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
92684669543804,-0.011185268,-0.00585895,0.013848428,9.356541,-1.1420342,0.20709845,1666189734208
92684689583908,-0.07403582,-0.011451584,-0.0013315795,9.31943,-1.0606314,0.42556936,1666189734223
92684709624012,-0.06764424,-0.015046849,-0.013848428,9.240421,-0.7278373,0.90979666,1666189734243
92684729664116,0.0070573715,-0.015978955,-0.014780533,9.155427,-0.38726214,0.9355343,1666189734263
92684749704220,0.07523424,-0.017576851,-0.0070573715,9.215881,-0.36032736,0.4309563,1666189734283
92684769744325,0.058988973,-0.01238369,-0.009054741,9.223662,-0.60812724,-0.22804771,1666189734303
92684789784637,-0.024234748,-0.01304948,-0.008388951,9.1350765,-0.5722142,-0.047884032,1666189734323
92684809815523,-0.05339634,-0.015446323,-7.9894776E-4,9.112331,-0.272939,0.85054016,1666189734344
92684829858595,0.0117179,-0.013848428,0.010120004,9.197326,-0.2753332,0.98341835,1666189734363
92684849906460,0.068842664,-0.012783164,0.013182637,9.200318,-0.43993455,0.6667852,1666189734384
92684869946564,0.042477388,-0.013182637,0.0061252657,9.293094,-0.98102415,-0.16340427,1666189734403
92684889986668,-0.023702117,-0.00785632,-0.003462107,9.24521,-0.9271546,-0.034117375,1666189734423
92684910026773,-0.052597392,-0.0014647375,-0.008522109,9.221268,-0.62967503,0.35075054,1666189734444
92684930066877,-0.027031064,0.0045273704,-0.012117374,9.190144,-0.5117606,0.43394905,1666189734463
92684950106981,0.0070573715,0.010120004,-0.010785795,9.151836,-0.5554548,0.20231004,1666189734484
92684970147085,0.01304948,0.01304948,-0.008122635,9.134478,-0.5021838,0.15322891,1666189734504
92684990187189,0.005725792,0.016777903,-7.9894776E-4,9.150639,-0.44651863,0.22924481,1666189734524
92685010227606,-0.023568958,0.029028434,0.002929475,9.255983,-0.57281274,-0.022146367,1666189734544
92685030268231,-0.08082688,0.03528686,0.0042610546,9.217676,-0.6488287,-0.05566519,1666189734563
92685050308856,-0.114649,0.04314318,0.002796317,9.211093,-0.6751649,0.0664391,1666189734584
92685070349429,-0.08002793,0.043808967,0.0038615807,9.294291,-0.55006784,0.81881696,1666189734604
92685090389533,0.0046605286,0.048469495,7.9894776E-4,9.203311,-0.4961983,0.8774749,1666189734624
92685110429637,0.0560595,0.055526868,7.9894776E-4,8.971672,-0.64942724,0.08439561,1666189734644
92685130469741,-0.028762119,0.05526055,-0.0038615807,9.131485,-0.78649527,-0.5255273,1666189734664
92685150509845,-0.11984216,0.05206476,9.321057E-4,9.214684,-0.61411273,0.26036942,1666189734684
