Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
92800404216203,-0.046738442,0.01105211,-0.0030626329,9.354146,1.13964,-1.0630256,1666189734097
92800424212036,-0.08335688,0.01624527,0.008388951,9.375095,1.3922282,-0.40342298,1666189734117
92800444207869,-0.03448791,0.015978955,0.016511586,9.442133,1.4119805,0.21188685,1666189734137
92800464203703,0.04807002,0.012516848,0.016378429,9.442133,1.4119805,0.21188685,1666189734157
92800484199536,0.080560565,0.0117179,0.012250531,9.494805,0.6817489,-0.42916065,1666189734177
92800504195369,0.020240009,0.01238369,0.009054741,9.491813,0.4973954,-0.90620536,1666189734197
92800524191203,-0.05392897,0.012117374,0.003462107,9.491813,0.4973954,-0.90620536,1666189734217
92800544187036,-0.029427908,0.0117179,-0.0043942127,9.533711,0.9995792,0.110731825,1666189734237
92800564182869,0.0494016,0.010785795,-0.0105194785,9.533711,0.9995792,0.110731825,1666189734257
92800584178703,0.06564687,0.0105194785,-0.008655267,9.428965,0.93852705,-0.48722005,1666189734277
92800604174536,0.007989477,0.0109189525,-0.003462107,9.4217825,0.96187055,-0.7410054,1666189734297
92800624170630,-0.04567318,0.008388951,0.0022636852,9.4217825,0.96187055,-0.7410054,1666189734317
92800644166984,-0.04447476,0.0047936863,0.005326318,9.4457245,1.0432734,-0.40102878,1666189734337
92800664163338,-0.0070573715,-7.9894776E-4,0.0071905297,9.483433,1.0690111,0.15023616,1666189734357
92800684159380,0.01238369,-0.008921583,0.0046605286,9.483433,1.0690111,0.15023616,1666189734377
92800704155213,0.009321057,-0.014381059,0.0019973693,9.512762,0.7966706,-0.21308395,1666189734397
92800724151046,-2.663159E-4,-0.01691106,-0.0046605286,9.539098,0.6775591,-0.39085343,1666189734417
92800744146880,-0.046472125,-0.021438431,-0.009054741,9.485229,0.6452374,-0.55006784,1666189734437
92800764142713,-0.09960215,-0.025832644,-0.012516848,9.488221,0.8619126,-0.22984336,1666189734457
92800784138546,-0.10532794,-0.035686333,-0.00972053,9.488221,0.8619126,-0.22984336,1666189734477
92800804134380,-0.04167844,-0.043808967,-0.005326318,9.42238,1.3904326,0.47046062,1666189734497
92800824130213,0.04367581,-0.04753739,-0.0021305273,9.479243,1.2096704,0.13587095,1666189734517
92800844126046,0.033422645,-0.047271073,-0.0011984216,9.345168,0.76315176,-0.8702923,1666189734537
