Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
1659595359659612,0.032224227,0.01304948,0.017843166,9.6845455,1.1085154,0.09995792,1666189734012
1659595379529507,0.07416898,0.010253162,0.014247901,9.718064,0.7380127,-0.46327803,1666189734032
1659595399399820,0.034088437,0.011318427,0.009054741,9.709685,0.6314707,-0.7715315,1666189734051
1659595419270132,-0.043276336,0.012783164,0.0030626329,9.702502,0.6410475,-0.82599956,1666189734073
1659595439140445,-0.041545283,0.013448954,-0.002796317,9.694122,0.98102415,-0.14305355,1666189734092
1659595459010757,0.032756858,0.01105211,-0.0071905297,9.665392,1.0845734,0.018555064,1666189734112
1659595478881070,0.06378266,0.009187899,-0.0077231615,9.662399,0.95708215,-0.5243302,1666189734131
1659595498751382,0.019973693,0.010386321,-0.0042610546,9.635465,0.9900024,-0.717662,1666189734151
1659595518621695,-0.034754228,0.009187899,0.0,9.655815,1.0618285,-0.41599256,1666189734171
1659595538491747,-0.04474107,0.00652474,0.003462107,9.657611,1.127669,0.034715924,1666189734190
1659595558361539,-0.0126500055,5.326318E-4,0.0046605286,9.673772,1.1198878,0.10175357,1666189734210
1659595578231330,0.0117179,-0.0077231615,0.0042610546,9.674969,0.9684546,-0.12090719,1666189734230
1659595598101122,0.009853689,-0.012783164,0.0018642114,9.707291,0.8750807,-0.24181437,1666189734251
1659595617971434,0.0047936863,-0.017310534,-0.002796317,9.718064,0.7990648,-0.34356794,1666189734270
1659595637841747,-0.025033696,-0.020639483,-0.009587373,9.660604,0.712275,-0.6027403,1666189734290
1659595657712059,-0.07203846,-0.02277001,-0.012916322,9.700109,0.90381116,-0.39863458,1666189734310
1659595677582841,-0.09001478,-0.03302317,-0.011318427,9.618706,1.2054806,0.12569559,1666189734330
1659595697452632,-0.051798444,-0.041412123,-0.0070573715,9.676167,1.3132197,0.3250129,1666189734351
1659595717322424,0.022503695,-0.047936864,-0.0013315795,9.663596,1.3515269,0.43035775,1666189734369
1659595737192216,0.056458972,-0.04833634,-7.9894776E-4,9.654618,0.89902276,-0.62009823,1666189734389
1659595757062424,-0.038482647,-0.049135286,-6.6578976E-4,9.688137,0.79726917,-0.7314286,1666189734409
1659595776932737,-0.10759163,-0.045273706,-0.0035952649,9.664195,1.0636241,-0.22864626,1666189734429
1659595796803049,-0.0937432,-0.04567318,-0.002796317,9.576208,1.2826935,-0.59256494,1666189734448
1659595816673362,-0.07936214,-0.031824753,0.0046605286,9.572617,1.3670892,-0.92655605,1666189734468
1659595836543674,-0.049002126,-0.023835273,0.011851058,9.567828,1.3634979,-0.6488287,1666189734488
1659595856413987,0.016112113,-0.008522109,0.016378429,9.601347,1.1486182,-0.8870517,1666189734509
